step_width,speed,period,gait,command_df,trials,compliant_trials,finite_energy_compliant_trials,compliance_rate,finite_energy_compliant_rate,median_positive_mechanical_cot
0.15,0.4,0.48,trot,0.65,32,32,32,1.0,1.0,0.2257592722309126
0.15,0.4,0.48,trot,0.7,32,32,32,1.0,1.0,0.23936449657628528
0.15,0.4,0.48,trot,0.75,32,32,32,1.0,1.0,0.2515075917572297
0.15,0.4,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.15,0.4,0.48,walk,0.8,32,32,32,1.0,1.0,0.3836449199119646
0.15,0.4,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.15,0.4,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.15,0.4,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.15,0.4,0.54,trot,0.55,32,32,32,1.0,1.0,0.16425619903164718
0.15,0.4,0.54,trot,0.6,32,32,32,1.0,1.0,0.19766389441872365
0.15,0.4,0.54,trot,0.65,32,32,32,1.0,1.0,0.23726351614139576
0.15,0.4,0.54,trot,0.7,32,32,32,1.0,1.0,0.2538107183833812
0.15,0.4,0.54,trot,0.75,32,32,32,1.0,1.0,0.27868661007528434
0.15,0.4,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.15,0.4,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.15,0.4,0.54,walk,0.85,32,0,0,0.0,0.0,nan
0.15,0.4,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.25,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.25,0.36,trot,0.55,32,32,32,1.0,1.0,0.2745060660143235
0.2,0.25,0.36,trot,0.6,32,32,32,1.0,1.0,0.2729021083916956
0.2,0.25,0.36,trot,0.65,32,32,32,1.0,1.0,0.2722808240531426
0.2,0.25,0.36,trot,0.7,32,32,32,1.0,1.0,0.2754314814614475
0.2,0.25,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.25,0.4,trot,0.55,32,0,0,0.0,0.0,nan
0.2,0.25,0.4,trot,0.6,32,32,32,1.0,1.0,0.26650605460698573
0.2,0.25,0.4,trot,0.65,32,32,32,1.0,1.0,0.28233666469147156
0.2,0.25,0.4,trot,0.7,32,32,32,1.0,1.0,0.28633673920073327
0.2,0.25,0.4,trot,0.75,32,32,32,1.0,1.0,0.29858989346302656
0.2,0.25,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.25,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.25,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.2,0.25,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.25,0.48,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.25,0.48,trot,0.55,32,0,0,0.0,0.0,nan
0.2,0.25,0.48,trot,0.6,32,32,32,1.0,1.0,0.28201605082783604
0.2,0.25,0.48,trot,0.65,32,32,32,1.0,1.0,0.2989607695957482
0.2,0.25,0.48,trot,0.7,32,32,32,1.0,1.0,0.2975334156380186
0.2,0.25,0.48,trot,0.75,32,32,32,1.0,1.0,0.31118882144270965
0.2,0.25,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.25,0.48,walk,0.8,32,32,32,1.0,1.0,0.43762478993181625
0.2,0.25,0.48,walk,0.85,32,32,32,1.0,1.0,0.4794142995447318
0.2,0.25,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.25,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.25,0.54,trot,0.55,32,0,0,0.0,0.0,nan
0.2,0.25,0.54,trot,0.6,32,32,32,1.0,1.0,0.26858596947878133
0.2,0.25,0.54,trot,0.65,32,32,32,1.0,1.0,0.3109680655070821
0.2,0.25,0.54,trot,0.7,32,32,32,1.0,1.0,0.32554925011734903
0.2,0.25,0.54,trot,0.75,32,32,32,1.0,1.0,0.3347149345871816
0.2,0.25,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.25,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.25,0.54,walk,0.85,32,32,32,1.0,1.0,0.44450854831337744
0.2,0.25,0.54,walk,0.9,32,4,4,0.125,0.125,0.4979378402335247
0.2,0.3,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.3,0.36,trot,0.55,32,32,32,1.0,1.0,0.2342895384214294
0.2,0.3,0.36,trot,0.6,32,32,32,1.0,1.0,0.2527268846832687
0.2,0.3,0.36,trot,0.65,32,32,32,1.0,1.0,0.2472704649493237
0.2,0.3,0.36,trot,0.7,32,32,32,1.0,1.0,0.2492637387993758
0.2,0.3,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.3,0.4,trot,0.55,32,32,32,1.0,1.0,0.23593673556786057
0.2,0.3,0.4,trot,0.6,32,32,32,1.0,1.0,0.2457043356782047
0.2,0.3,0.4,trot,0.65,32,32,32,1.0,1.0,0.24594035830392086
0.2,0.3,0.4,trot,0.7,32,32,32,1.0,1.0,0.2658867319414724
0.2,0.3,0.4,trot,0.75,32,32,32,1.0,1.0,0.2700810021245238
0.2,0.3,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.3,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.3,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.2,0.3,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.3,0.48,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.3,0.48,trot,0.55,32,32,32,1.0,1.0,0.22284963436044913
0.2,0.3,0.48,trot,0.6,32,32,32,1.0,1.0,0.25389507748407625
0.2,0.3,0.48,trot,0.65,32,32,32,1.0,1.0,0.27004694615983216
0.2,0.3,0.48,trot,0.7,32,32,32,1.0,1.0,0.27654153632149037
0.2,0.3,0.48,trot,0.75,32,32,32,1.0,1.0,0.28780275089874846
0.2,0.3,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.3,0.48,walk,0.8,32,32,32,1.0,1.0,0.42892820113718777
0.2,0.3,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.2,0.3,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.3,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.3,0.54,trot,0.55,32,32,32,1.0,1.0,0.1950616355119767
0.2,0.3,0.54,trot,0.6,32,32,32,1.0,1.0,0.2508992626621897
0.2,0.3,0.54,trot,0.65,32,32,32,1.0,1.0,0.28389705166253965
0.2,0.3,0.54,trot,0.7,32,32,32,1.0,1.0,0.2984985984894225
0.2,0.3,0.54,trot,0.75,32,32,32,1.0,1.0,0.3160494573675838
0.2,0.3,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.3,0.54,walk,0.8,32,2,2,0.0625,0.0625,0.41652101665786534
0.2,0.3,0.54,walk,0.85,32,32,32,1.0,1.0,0.43927263474363665
0.2,0.3,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.35,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.35,0.36,trot,0.55,32,32,32,1.0,1.0,0.213375842209769
0.2,0.35,0.36,trot,0.6,32,32,32,1.0,1.0,0.22134510830966703
0.2,0.35,0.36,trot,0.65,32,32,32,1.0,1.0,0.22874057543297815
0.2,0.35,0.36,trot,0.7,32,32,32,1.0,1.0,0.23494659957052166
0.2,0.35,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.35,0.4,trot,0.55,32,32,32,1.0,1.0,0.2094158837883764
0.2,0.35,0.4,trot,0.6,32,32,32,1.0,1.0,0.21940434598468148
0.2,0.35,0.4,trot,0.65,32,32,32,1.0,1.0,0.22777997874192826
0.2,0.35,0.4,trot,0.7,32,32,32,1.0,1.0,0.2460993432842445
0.2,0.35,0.4,trot,0.75,32,32,32,1.0,1.0,0.25158816730653905
0.2,0.35,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.35,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.35,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.2,0.35,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.35,0.48,trot,0.5,32,32,32,1.0,1.0,0.1870844966247902
0.2,0.35,0.48,trot,0.55,32,32,32,1.0,1.0,0.20715352339039883
0.2,0.35,0.48,trot,0.6,32,32,32,1.0,1.0,0.22885679973191891
0.2,0.35,0.48,trot,0.65,32,32,32,1.0,1.0,0.24918070275636348
0.2,0.35,0.48,trot,0.7,32,32,32,1.0,1.0,0.262107719068449
0.2,0.35,0.48,trot,0.75,32,32,32,1.0,1.0,0.2741422402376293
0.2,0.35,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.35,0.48,walk,0.8,32,32,32,1.0,1.0,0.41369776607195263
0.2,0.35,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.2,0.35,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.35,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.35,0.54,trot,0.55,32,32,32,1.0,1.0,0.19124061352262442
0.2,0.35,0.54,trot,0.6,32,32,32,1.0,1.0,0.22302327507596245
0.2,0.35,0.54,trot,0.65,32,0,0,0.0,0.0,nan
0.2,0.35,0.54,trot,0.7,32,32,32,1.0,1.0,0.28037021948793805
0.2,0.35,0.54,trot,0.75,32,32,32,1.0,1.0,0.2974535401581178
0.2,0.35,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.35,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.35,0.54,walk,0.85,32,32,32,1.0,1.0,0.42591272794524115
0.2,0.35,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.4,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.4,0.36,trot,0.55,32,32,32,1.0,1.0,0.20193874232215875
0.2,0.4,0.36,trot,0.6,32,32,32,1.0,1.0,0.19984547946408737
0.2,0.4,0.36,trot,0.65,32,32,32,1.0,1.0,0.21472170724309675
0.2,0.4,0.36,trot,0.7,32,32,32,1.0,1.0,0.2292938496426925
0.2,0.4,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.4,0.4,trot,0.55,32,32,32,1.0,1.0,0.19387036593315682
0.2,0.4,0.4,trot,0.6,32,32,32,1.0,1.0,0.19483823233181877
0.2,0.4,0.4,trot,0.65,32,32,32,1.0,1.0,0.2156172922765936
0.2,0.4,0.4,trot,0.7,32,32,32,1.0,1.0,0.23010021997703178
0.2,0.4,0.4,trot,0.75,32,32,32,1.0,1.0,0.2393358629196243
0.2,0.4,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.4,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.2,0.4,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.2,0.4,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.4,0.48,trot,0.5,32,32,32,1.0,1.0,0.1847185444218921
0.2,0.4,0.48,trot,0.55,32,32,32,1.0,1.0,0.190064915236206
0.2,0.4,0.48,trot,0.6,32,32,32,1.0,1.0,0.21304738309436444
0.2,0.4,0.48,trot,0.65,32,32,32,1.0,1.0,0.2338341256514962
0.2,0.4,0.48,trot,0.7,32,32,32,1.0,1.0,0.25010609504566594
0.2,0.4,0.48,trot,0.75,32,32,32,1.0,1.0,0.2645552605509893
0.2,0.4,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.4,0.48,walk,0.8,32,32,32,1.0,1.0,0.4093727590445847
0.2,0.4,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.2,0.4,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.2,0.4,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.2,0.4,0.54,trot,0.55,32,32,32,1.0,1.0,0.18365125573827962
0.2,0.4,0.54,trot,0.6,32,32,32,1.0,1.0,0.20592605904298839
0.2,0.4,0.54,trot,0.65,32,0,0,0.0,0.0,nan
0.2,0.4,0.54,trot,0.7,32,32,32,1.0,1.0,0.2637845151705629
0.2,0.4,0.54,trot,0.75,32,32,32,1.0,1.0,0.2811763545075321
0.2,0.4,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.2,0.4,0.54,walk,0.8,32,1,1,0.03125,0.03125,0.3982042537994136
0.2,0.4,0.54,walk,0.85,32,0,0,0.0,0.0,nan
0.2,0.4,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.25,0.25,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.25,0.36,trot,0.55,32,0,0,0.0,0.0,nan
0.25,0.25,0.36,trot,0.6,32,32,32,1.0,1.0,0.2778510055018665
0.25,0.25,0.36,trot,0.65,32,32,32,1.0,1.0,0.28124539428662926
0.25,0.25,0.36,trot,0.7,32,32,32,1.0,1.0,0.29695665845644187
0.25,0.25,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.25,0.4,trot,0.55,32,0,0,0.0,0.0,nan
0.25,0.25,0.4,trot,0.6,32,32,32,1.0,1.0,0.29537675996666307
0.25,0.25,0.4,trot,0.65,32,32,32,1.0,1.0,0.290976845079181
0.25,0.25,0.4,trot,0.7,32,32,32,1.0,1.0,0.2865728808320469
0.25,0.25,0.4,trot,0.75,32,32,32,1.0,1.0,0.29916551097964006
0.25,0.25,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.25,0.25,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.25,0.25,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.25,0.25,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.25,0.25,0.48,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.25,0.48,trot,0.55,32,0,0,0.0,0.0,nan
0.25,0.25,0.48,trot,0.6,32,32,32,1.0,1.0,0.2798199627501834
0.25,0.25,0.48,trot,0.65,32,32,32,1.0,1.0,0.3116585538906327
0.25,0.25,0.48,trot,0.7,32,32,32,1.0,1.0,0.30771578513931297
0.25,0.25,0.48,trot,0.75,32,32,32,1.0,1.0,0.320016842316541
0.25,0.25,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.25,0.25,0.48,walk,0.8,32,32,32,1.0,1.0,0.4768843259047643
0.25,0.25,0.48,walk,0.85,32,32,32,1.0,1.0,0.5242095721159085
0.25,0.25,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.25,0.25,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.25,0.54,trot,0.55,32,0,0,0.0,0.0,nan
0.25,0.25,0.54,trot,0.6,32,32,32,1.0,1.0,0.2825272343935673
0.25,0.25,0.54,trot,0.65,32,10,10,0.3125,0.3125,0.31789357110429345
0.25,0.25,0.54,trot,0.7,32,32,32,1.0,1.0,0.33758641800669587
0.25,0.25,0.54,trot,0.75,32,32,32,1.0,1.0,0.3407763446992961
0.25,0.25,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.25,0.25,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.25,0.25,0.54,walk,0.85,32,32,32,1.0,1.0,0.4729887811286094
0.25,0.25,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.25,0.3,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.3,0.36,trot,0.55,32,32,32,1.0,1.0,0.2529186519577461
0.25,0.3,0.36,trot,0.6,32,32,32,1.0,1.0,0.2549900019258081
0.25,0.3,0.36,trot,0.65,32,32,32,1.0,1.0,0.25967256147062423
0.25,0.3,0.36,trot,0.7,32,32,32,1.0,1.0,0.2707752581897225
0.25,0.3,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.3,0.4,trot,0.55,32,32,32,1.0,1.0,0.24657570879766705
0.25,0.3,0.4,trot,0.6,32,32,32,1.0,1.0,0.25497112621087525
0.25,0.3,0.4,trot,0.65,32,32,32,1.0,1.0,0.25608634466877445
0.25,0.3,0.4,trot,0.7,32,32,32,1.0,1.0,0.2678543082626581
0.25,0.3,0.4,trot,0.75,32,32,32,1.0,1.0,0.2801235194143927
0.25,0.3,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.25,0.3,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.25,0.3,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.25,0.3,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.25,0.3,0.48,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.3,0.48,trot,0.55,32,32,32,1.0,1.0,0.23388387013929926
0.25,0.3,0.48,trot,0.6,32,32,32,1.0,1.0,0.25415562494993116
0.25,0.3,0.48,trot,0.65,32,32,32,1.0,1.0,0.27654392642097053
0.25,0.3,0.48,trot,0.7,32,32,32,1.0,1.0,0.2872349731570315
0.25,0.3,0.48,trot,0.75,32,32,32,1.0,1.0,0.291769814874052
0.25,0.3,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.25,0.3,0.48,walk,0.8,32,32,32,1.0,1.0,0.45703262763789854
0.25,0.3,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.25,0.3,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.25,0.3,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.3,0.54,trot,0.55,32,32,32,1.0,1.0,0.21326995500528645
0.25,0.3,0.54,trot,0.6,32,32,32,1.0,1.0,0.25362055806707795
0.25,0.3,0.54,trot,0.65,32,0,0,0.0,0.0,nan
0.25,0.3,0.54,trot,0.7,32,32,32,1.0,1.0,0.30619426071814043
0.25,0.3,0.54,trot,0.75,32,32,32,1.0,1.0,0.31763757553526906
0.25,0.3,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.25,0.3,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.25,0.3,0.54,walk,0.85,32,32,32,1.0,1.0,0.4593327944353164
0.25,0.3,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.25,0.35,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.35,0.36,trot,0.55,32,32,32,1.0,1.0,0.23557656822872763
0.25,0.35,0.36,trot,0.6,32,32,32,1.0,1.0,0.22359870627932704
0.25,0.35,0.36,trot,0.65,32,32,32,1.0,1.0,0.2445779727160845
0.25,0.35,0.36,trot,0.7,32,32,32,1.0,1.0,0.24945821602334112
0.25,0.35,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.35,0.4,trot,0.55,32,32,32,1.0,1.0,0.2187949031706102
0.25,0.35,0.4,trot,0.6,32,32,32,1.0,1.0,0.23765303495537354
0.25,0.35,0.4,trot,0.65,32,32,32,1.0,1.0,0.23664079092739143
0.25,0.35,0.4,trot,0.7,32,32,32,1.0,1.0,0.2436413796081938
0.25,0.35,0.4,trot,0.75,32,32,32,1.0,1.0,0.2621351504305538
0.25,0.35,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.25,0.35,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.25,0.35,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.25,0.35,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.25,0.35,0.48,trot,0.5,32,32,32,1.0,1.0,0.21623314494130114
0.25,0.35,0.48,trot,0.55,32,32,32,1.0,1.0,0.2162225907775949
0.25,0.35,0.48,trot,0.6,32,32,32,1.0,1.0,0.231661427401597
0.25,0.35,0.48,trot,0.65,32,32,32,1.0,1.0,0.25867846638129754
0.25,0.35,0.48,trot,0.7,32,32,32,1.0,1.0,0.26888212964309754
0.25,0.35,0.48,trot,0.75,32,32,32,1.0,1.0,0.27328605921784666
0.25,0.35,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.25,0.35,0.48,walk,0.8,32,32,32,1.0,1.0,0.44275665768566475
0.25,0.35,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.25,0.35,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.25,0.35,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.35,0.54,trot,0.55,32,32,32,1.0,1.0,0.21099344347644494
0.25,0.35,0.54,trot,0.6,32,32,32,1.0,1.0,0.23186930521358567
0.25,0.35,0.54,trot,0.65,32,0,0,0.0,0.0,nan
0.25,0.35,0.54,trot,0.7,32,32,32,1.0,1.0,0.28351834068477283
0.25,0.35,0.54,trot,0.75,32,32,32,1.0,1.0,0.3001291669749938
0.25,0.35,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.25,0.35,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.25,0.35,0.54,walk,0.85,32,32,32,1.0,1.0,0.45149177914856875
0.25,0.35,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.25,0.4,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.4,0.36,trot,0.55,32,32,32,1.0,1.0,0.22038732429416458
0.25,0.4,0.36,trot,0.6,32,32,32,1.0,1.0,0.21005838577738745
0.25,0.4,0.36,trot,0.65,32,32,32,1.0,1.0,0.22230602321245427
0.25,0.4,0.36,trot,0.7,32,32,32,1.0,1.0,0.23570081333252638
0.25,0.4,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.4,0.4,trot,0.55,32,32,32,1.0,1.0,0.20696469365884074
0.25,0.4,0.4,trot,0.6,32,32,32,1.0,1.0,0.21288330547504267
0.25,0.4,0.4,trot,0.65,32,32,32,1.0,1.0,0.23039005069962712
0.25,0.4,0.4,trot,0.7,32,32,32,1.0,1.0,0.23272843249136635
0.25,0.4,0.4,trot,0.75,32,32,32,1.0,1.0,0.2456172505516612
0.25,0.4,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.25,0.4,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.25,0.4,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.25,0.4,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.25,0.4,0.48,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.4,0.48,trot,0.55,32,32,32,1.0,1.0,0.20188175351806317
0.25,0.4,0.48,trot,0.6,32,32,32,1.0,1.0,0.2161885077094647
0.25,0.4,0.48,trot,0.65,32,32,32,1.0,1.0,0.23504000720010218
0.25,0.4,0.48,trot,0.7,32,32,32,1.0,1.0,0.255532703879489
0.25,0.4,0.48,trot,0.75,32,32,32,1.0,1.0,0.26654763032533846
0.25,0.4,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.25,0.4,0.48,walk,0.8,32,32,32,1.0,1.0,0.422911012085589
0.25,0.4,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.25,0.4,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.25,0.4,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.25,0.4,0.54,trot,0.55,32,32,32,1.0,1.0,0.20224095313977739
0.25,0.4,0.54,trot,0.6,32,32,32,1.0,1.0,0.21881758238534843
0.25,0.4,0.54,trot,0.65,32,0,0,0.0,0.0,nan
0.25,0.4,0.54,trot,0.7,32,0,0,0.0,0.0,nan
0.25,0.4,0.54,trot,0.75,32,32,32,1.0,1.0,0.285818971068898
0.25,0.4,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.25,0.4,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.25,0.4,0.54,walk,0.85,32,0,0,0.0,0.0,nan
0.25,0.4,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.25,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.25,0.36,trot,0.55,32,25,25,0.78125,0.78125,0.3135619833681126
0.3,0.25,0.36,trot,0.6,32,32,32,1.0,1.0,0.2897520750258839
0.3,0.25,0.36,trot,0.65,32,32,32,1.0,1.0,0.28380179611641054
0.3,0.25,0.36,trot,0.7,32,32,32,1.0,1.0,0.2882737139339861
0.3,0.25,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.25,0.4,trot,0.55,32,0,0,0.0,0.0,nan
0.3,0.25,0.4,trot,0.6,32,32,32,1.0,1.0,0.27968093881282885
0.3,0.25,0.4,trot,0.65,32,32,32,1.0,1.0,0.30344318521754365
0.3,0.25,0.4,trot,0.7,32,32,32,1.0,1.0,0.29630512575476403
0.3,0.25,0.4,trot,0.75,32,32,32,1.0,1.0,0.30056851795966893
0.3,0.25,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.25,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.25,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.3,0.25,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.25,0.48,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.25,0.48,trot,0.55,32,0,0,0.0,0.0,nan
0.3,0.25,0.48,trot,0.6,32,32,32,1.0,1.0,0.29011004180141886
0.3,0.25,0.48,trot,0.65,32,32,32,1.0,1.0,0.30388024857487794
0.3,0.25,0.48,trot,0.7,32,32,32,1.0,1.0,0.31013552429662966
0.3,0.25,0.48,trot,0.75,32,32,32,1.0,1.0,0.31879514026878997
0.3,0.25,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.25,0.48,walk,0.8,32,32,32,1.0,1.0,0.5113804950617307
0.3,0.25,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.3,0.25,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.25,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.25,0.54,trot,0.55,32,0,0,0.0,0.0,nan
0.3,0.25,0.54,trot,0.6,32,32,32,1.0,1.0,0.28648307453587074
0.3,0.25,0.54,trot,0.65,32,0,0,0.0,0.0,nan
0.3,0.25,0.54,trot,0.7,32,32,32,1.0,1.0,0.33492540135277693
0.3,0.25,0.54,trot,0.75,32,32,32,1.0,1.0,0.33886274356158985
0.3,0.25,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.25,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.25,0.54,walk,0.85,32,32,32,1.0,1.0,0.5116968317928448
0.3,0.25,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.3,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.3,0.36,trot,0.55,32,32,32,1.0,1.0,0.2604950072102641
0.3,0.3,0.36,trot,0.6,32,32,32,1.0,1.0,0.26397147920533215
0.3,0.3,0.36,trot,0.65,32,32,32,1.0,1.0,0.2610851708467534
0.3,0.3,0.36,trot,0.7,32,32,32,1.0,1.0,0.2643010784344749
0.3,0.3,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.3,0.4,trot,0.55,32,32,32,1.0,1.0,0.24905798720053976
0.3,0.3,0.4,trot,0.6,32,32,32,1.0,1.0,0.24857475205702456
0.3,0.3,0.4,trot,0.65,32,32,32,1.0,1.0,0.2630845110734288
0.3,0.3,0.4,trot,0.7,32,32,32,1.0,1.0,0.2758114195237922
0.3,0.3,0.4,trot,0.75,32,32,32,1.0,1.0,0.281959249748951
0.3,0.3,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.3,0.3,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.3,0.3,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.3,0.3,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.3,0.3,0.48,trot,0.5,32,0,0,0.0,0.0,nan
0.3,0.3,0.48,trot,0.55,32,32,32,1.0,1.0,0.2403226804972763
0.3,0.3,0.48,trot,0.6,32,32,32,1.0,1.0,0.27234441454873926
0.3,0.3,0.48,trot,0.65,32,32,32,1.0,1.0,0.2750341415134112
0.3,0.3,0.48,trot,0.7,32,32,32,1.0,1.0,0.29537301579765274
0.3,0.3,0.48,trot,0.75,32,32,32,1.0,1.0,0.2919146346870859
