gait,speed,period,step_width,command_df,success,trials,success_rate,labelled
walk,0.3,0.48,0.2,0.9,64,64,1.0,0
walk,0.3,0.48,0.25,0.75,58,64,0.90625,1
walk,0.3,0.48,0.25,0.8,64,64,1.0,0
walk,0.3,0.48,0.25,0.85,64,64,1.0,0
walk,0.3,0.48,0.25,0.9,64,64,1.0,0
walk,0.3,0.48,0.3,0.75,61,64,0.953125,1
walk,0.3,0.48,0.3,0.8,64,64,1.0,0
walk,0.3,0.48,0.3,0.85,64,64,1.0,0
walk,0.3,0.48,0.3,0.9,64,64,1.0,0
walk,0.3,0.54,0.05,0.75,0,64,0.0,0
walk,0.3,0.54,0.05,0.8,0,64,0.0,0
walk,0.3,0.54,0.05,0.85,0,64,0.0,0
walk,0.3,0.54,0.05,0.9,0,64,0.0,0
walk,0.3,0.54,0.1,0.75,0,64,0.0,0
walk,0.3,0.54,0.1,0.8,5,64,0.078125,0
walk,0.3,0.54,0.1,0.85,7,64,0.109375,0
walk,0.3,0.54,0.1,0.9,9,64,0.140625,1
walk,0.3,0.54,0.15,0.75,31,64,0.484375,0
walk,0.3,0.54,0.15,0.8,44,64,0.6875,0
walk,0.3,0.54,0.15,0.85,49,64,0.765625,1
walk,0.3,0.54,0.15,0.9,47,64,0.734375,0
walk,0.3,0.54,0.2,0.75,58,64,0.90625,1
walk,0.3,0.54,0.2,0.8,63,64,0.984375,0
walk,0.3,0.54,0.2,0.85,64,64,1.0,0
walk,0.3,0.54,0.2,0.9,64,64,1.0,0
walk,0.3,0.54,0.25,0.75,62,64,0.96875,1
walk,0.3,0.54,0.25,0.8,64,64,1.0,0
walk,0.3,0.54,0.25,0.85,64,64,1.0,0
walk,0.3,0.54,0.25,0.9,64,64,1.0,0
walk,0.3,0.54,0.3,0.75,63,64,0.984375,1
walk,0.3,0.54,0.3,0.8,64,64,1.0,0
walk,0.3,0.54,0.3,0.85,64,64,1.0,0
walk,0.3,0.54,0.3,0.9,64,64,1.0,0
walk,0.35,0.4,0.05,0.75,0,64,0.0,0
walk,0.35,0.4,0.05,0.8,0,64,0.0,0
walk,0.35,0.4,0.05,0.85,0,64,0.0,0
walk,0.35,0.4,0.05,0.9,0,64,0.0,0
walk,0.35,0.4,0.1,0.75,12,64,0.1875,0
walk,0.35,0.4,0.1,0.8,13,64,0.203125,0
walk,0.35,0.4,0.1,0.85,16,64,0.25,1
walk,0.35,0.4,0.1,0.9,2,64,0.03125,0
walk,0.35,0.4,0.15,0.75,46,64,0.71875,0
walk,0.35,0.4,0.15,0.8,53,64,0.828125,1
walk,0.35,0.4,0.15,0.85,50,64,0.78125,0
walk,0.35,0.4,0.15,0.9,47,64,0.734375,0
walk,0.35,0.4,0.2,0.75,58,64,0.90625,1
walk,0.35,0.4,0.2,0.8,64,64,1.0,0
walk,0.35,0.4,0.2,0.85,64,64,1.0,0
walk,0.35,0.4,0.2,0.9,63,64,0.984375,0
walk,0.35,0.4,0.25,0.75,59,64,0.921875,1
walk,0.35,0.4,0.25,0.8,64,64,1.0,0
walk,0.35,0.4,0.25,0.85,64,64,1.0,0
walk,0.35,0.4,0.25,0.9,64,64,1.0,0
walk,0.35,0.4,0.3,0.75,59,64,0.921875,1
walk,0.35,0.4,0.3,0.8,64,64,1.0,0
walk,0.35,0.4,0.3,0.85,64,64,1.0,0
walk,0.35,0.4,0.3,0.9,64,64,1.0,0
walk,0.35,0.48,0.05,0.75,0,64,0.0,0
walk,0.35,0.48,0.05,0.8,0,64,0.0,0
walk,0.35,0.48,0.05,0.85,0,64,0.0,0
walk,0.35,0.48,0.05,0.9,0,64,0.0,0
walk,0.35,0.48,0.1,0.75,8,64,0.125,0
walk,0.35,0.48,0.1,0.8,20,64,0.3125,1
walk,0.35,0.48,0.1,0.85,13,64,0.203125,0
walk,0.35,0.48,0.1,0.9,12,64,0.1875,0
walk,0.35,0.48,0.15,0.75,39,64,0.609375,0
walk,0.35,0.48,0.15,0.8,54,64,0.84375,1
walk,0.35,0.48,0.15,0.85,57,64,0.890625,0
walk,0.35,0.48,0.15,0.9,58,64,0.90625,0
walk,0.35,0.48,0.2,0.75,59,64,0.921875,1
walk,0.35,0.48,0.2,0.8,63,64,0.984375,0
walk,0.35,0.48,0.2,0.85,64,64,1.0,0
walk,0.35,0.48,0.2,0.9,64,64,1.0,0
walk,0.35,0.48,0.25,0.75,62,64,0.96875,1
walk,0.35,0.48,0.25,0.8,64,64,1.0,0
walk,0.35,0.48,0.25,0.85,64,64,1.0,0
walk,0.35,0.48,0.25,0.9,64,64,1.0,0
walk,0.35,0.48,0.3,0.75,62,64,0.96875,1
walk,0.35,0.48,0.3,0.8,64,64,1.0,0
walk,0.35,0.48,0.3,0.85,64,64,1.0,0
walk,0.35,0.48,0.3,0.9,64,64,1.0,0
walk,0.35,0.54,0.05,0.75,0,64,0.0,0
walk,0.35,0.54,0.05,0.8,0,64,0.0,0
walk,0.35,0.54,0.05,0.85,0,64,0.0,0
walk,0.35,0.54,0.05,0.9,0,64,0.0,0
walk,0.35,0.54,0.1,0.75,4,64,0.0625,0
walk,0.35,0.54,0.1,0.8,10,64,0.15625,0
walk,0.35,0.54,0.1,0.85,16,64,0.25,1
walk,0.35,0.54,0.1,0.9,10,64,0.15625,0
walk,0.35,0.54,0.15,0.75,43,64,0.671875,0
walk,0.35,0.54,0.15,0.8,53,64,0.828125,1
walk,0.35,0.54,0.15,0.85,55,64,0.859375,0
walk,0.35,0.54,0.15,0.9,55,64,0.859375,0
walk,0.35,0.54,0.2,0.75,63,64,0.984375,1
walk,0.35,0.54,0.2,0.8,64,64,1.0,0
walk,0.35,0.54,0.2,0.85,64,64,1.0,0
walk,0.35,0.54,0.2,0.9,64,64,1.0,0
walk,0.35,0.54,0.25,0.75,63,64,0.984375,1
walk,0.35,0.54,0.25,0.8,64,64,1.0,0
walk,0.35,0.54,0.25,0.85,64,64,1.0,0
walk,0.35,0.54,0.25,0.9,64,64,1.0,0
walk,0.35,0.54,0.3,0.75,64,64,1.0,1
walk,0.35,0.54,0.3,0.8,64,64,1.0,0
walk,0.35,0.54,0.3,0.85,64,64,1.0,0
walk,0.35,0.54,0.3,0.9,64,64,1.0,0
walk,0.4,0.4,0.05,0.75,0,64,0.0,0
walk,0.4,0.4,0.05,0.8,1,64,0.015625,0
walk,0.4,0.4,0.05,0.85,0,64,0.0,0
walk,0.4,0.4,0.05,0.9,0,64,0.0,0
walk,0.4,0.4,0.1,0.75,13,64,0.203125,0
walk,0.4,0.4,0.1,0.8,20,64,0.3125,0
walk,0.4,0.4,0.1,0.85,24,64,0.375,1
walk,0.4,0.4,0.1,0.9,6,64,0.09375,0
walk,0.4,0.4,0.15,0.75,57,64,0.890625,1
walk,0.4,0.4,0.15,0.8,59,64,0.921875,0
walk,0.4,0.4,0.15,0.85,56,64,0.875,0
walk,0.4,0.4,0.15,0.9,53,64,0.828125,0
walk,0.4,0.4,0.2,0.75,59,64,0.921875,1
walk,0.4,0.4,0.2,0.8,63,64,0.984375,0
walk,0.4,0.4,0.2,0.85,64,64,1.0,0
walk,0.4,0.4,0.2,0.9,62,64,0.96875,0
walk,0.4,0.4,0.25,0.75,61,64,0.953125,1
walk,0.4,0.4,0.25,0.8,64,64,1.0,0
walk,0.4,0.4,0.25,0.85,64,64,1.0,0
walk,0.4,0.4,0.25,0.9,64,64,1.0,0
walk,0.4,0.4,0.3,0.75,61,64,0.953125,1
walk,0.4,0.4,0.3,0.8,64,64,1.0,0
walk,0.4,0.4,0.3,0.85,64,64,1.0,0
walk,0.4,0.4,0.3,0.9,64,64,1.0,0
walk,0.4,0.48,0.05,0.75,0,64,0.0,0
walk,0.4,0.48,0.05,0.8,0,64,0.0,0
walk,0.4,0.48,0.05,0.85,0,64,0.0,0
walk,0.4,0.48,0.05,0.9,0,64,0.0,0
walk,0.4,0.48,0.1,0.75,13,64,0.203125,0
walk,0.4,0.48,0.1,0.8,27,64,0.421875,1
walk,0.4,0.48,0.1,0.85,24,64,0.375,0
walk,0.4,0.48,0.1,0.9,27,64,0.421875,0
walk,0.4,0.48,0.15,0.75,51,64,0.796875,0
walk,0.4,0.48,0.15,0.8,61,64,0.953125,1
walk,0.4,0.48,0.15,0.85,60,64,0.9375,0
walk,0.4,0.48,0.15,0.9,61,64,0.953125,0
walk,0.4,0.48,0.2,0.75,60,64,0.9375,1
walk,0.4,0.48,0.2,0.8,64,64,1.0,0
walk,0.4,0.48,0.2,0.85,64,64,1.0,0
walk,0.4,0.48,0.2,0.9,64,64,1.0,0
walk,0.4,0.48,0.25,0.75,62,64,0.96875,1
walk,0.4,0.48,0.25,0.8,64,64,1.0,0
walk,0.4,0.48,0.25,0.85,64,64,1.0,0
walk,0.4,0.48,0.25,0.9,64,64,1.0,0
walk,0.4,0.48,0.3,0.75,63,64,0.984375,1
walk,0.4,0.48,0.3,0.8,64,64,1.0,0
walk,0.4,0.48,0.3,0.85,64,64,1.0,0
walk,0.4,0.48,0.3,0.9,64,64,1.0,0
walk,0.4,0.54,0.05,0.75,0,64,0.0,0
walk,0.4,0.54,0.05,0.8,0,64,0.0,0
walk,0.4,0.54,0.05,0.85,1,64,0.015625,0
walk,0.4,0.54,0.05,0.9,0,64,0.0,0
walk,0.4,0.54,0.1,0.75,9,64,0.140625,0
walk,0.4,0.54,0.1,0.8,24,64,0.375,0
walk,0.4,0.54,0.1,0.85,30,64,0.46875,1
walk,0.4,0.54,0.1,0.9,18,64,0.28125,0
walk,0.4,0.54,0.15,0.75,45,64,0.703125,0
walk,0.4,0.54,0.15,0.8,56,64,0.875,1
walk,0.4,0.54,0.15,0.85,61,64,0.953125,0
walk,0.4,0.54,0.15,0.9,60,64,0.9375,0
walk,0.4,0.54,0.2,0.75,63,64,0.984375,1
walk,0.4,0.54,0.2,0.8,64,64,1.0,0
walk,0.4,0.54,0.2,0.85,63,64,0.984375,0
walk,0.4,0.54,0.2,0.9,64,64,1.0,0
walk,0.4,0.54,0.25,0.75,63,64,0.984375,1
walk,0.4,0.54,0.25,0.8,64,64,1.0,0
walk,0.4,0.54,0.25,0.85,64,64,1.0,0
walk,0.4,0.54,0.25,0.9,64,64,1.0,0
walk,0.4,0.54,0.3,0.75,64,64,1.0,1
walk,0.4,0.54,0.3,0.8,64,64,1.0,0
walk,0.4,0.54,0.3,0.85,64,64,1.0,0
walk,0.4,0.54,0.3,0.9,64,64,1.0,0
